City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct
Charlotte,Estados Unidos,1975,767.73,KLM,CLT,2023-06-17,2023-06-24,http://kayak.com/flights/LIS-CLT/2023-06-17/2023-06-24/,767.73,1.0,2023,6,LIS,771.37,771.41,771.37,2023-03-21 02:29:05,True,-3.6399999999999864,-0.4718876803609145
Vaitape,Polinésia Francesa,2525,2712.7,Várias companhias aéreas,BOB,2023-12-03,2023-12-09,http://kayak.com/flights/LIS-BOB/2023-12-03/2023-12-09/,2712.7,1.0,2023,12,LIS,2725.56,2725.7033333333334,2725.56,2023-03-21 02:29:05,True,-12.860000000000127,-0.47182964234873304
Hamilton,Bermudas,925,839.56,British Airways,BDA,2023-10-04,2023-10-08,http://kayak.com/flights/LIS-BDA/2023-10-04/2023-10-08/,839.56,1.0,2023,10,LIS,843.54,843.54,843.54,2023-03-21 02:29:05,True,-3.980000000000018,-0.471821134741686
Darwin,Austrália,3540,2607.29,Várias companhias aéreas,DRW,2023-06-08,2023-06-15,http://kayak.com/flights/LIS-DRW/2023-06-08/2023-06-15/,2607.29,1.0,2023,6,LIS,2619.65,2619.7900000000004,2619.65,2023-03-21 02:29:05,True,-12.360000000000127,-0.4718187544137624
Isafjordur,Islândia,2055,1388.07,Várias companhias aéreas,IFJ,2023-04-19,2023-04-26,http://kayak.com/flights/LIS-IFJ/2023-04-19/2023-04-26/,1388.07,1.0,2023,4,LIS,1394.65,1394.65,1394.65,2023-03-21 02:29:05,True,-6.580000000000155,-0.4718029613164704
Alta Floresta,Brasil,1675,1653.93,Azul,AFL,2024-02-17,2024-02-24,http://kayak.com/flights/LIS-AFL/2024-02-17/2024-02-24/,1653.93,1.0,2024,2,LIS,1661.77,1661.8566666666666,1661.77,2023-03-21 02:29:05,True,-7.839999999999918,-0.47178610758407713
Osaka,Japão,1735,862.88,Várias companhias aéreas,KIX,2023-10-31,2023-11-06,http://kayak.com/flights/LIS-KIX/2023-10-31/2023-11-06/,862.88,1.0,2023,10,LIS,866.97,866.97,866.97,2023-03-21 02:29:05,True,-4.090000000000032,-0.47175796163650785
Everett,Estados Unidos,1570,1443.11,Várias companhias aéreas,PAE,2023-10-02,2023-10-09,http://kayak.com/flights/LIS-PAE/2023-10-02/2023-10-09/,1443.11,1.0,2023,10,LIS,1449.95,1450.0266666666666,1449.95,2023-03-21 02:29:05,True,-6.8400000000001455,-0.47174040484155627
Cairo,Egito,1435,314.37,SWISS,CAI,2024-01-13,2024-01-19,http://kayak.com/flights/LIS-CAI/2024-01-13/2024-01-19/,314.37,1.0,2024,1,LIS,315.86,356.7344444444445,320.49,2023-03-21 02:29:05,True,-1.490000000000009,-0.47172798075096845
Carachi,Paquistão,1900,757.47,Turkish Airlines,KHI,2023-04-05,2023-04-12,http://kayak.com/flights/LIS-KHI/2023-04-05/2023-04-12/,757.47,1.0,2023,4,LIS,761.06,829.7553333333333,826.68,2023-03-21 02:29:05,True,-3.589999999999918,-0.47171050902687284
